Urdu,RomanUrdu
جاتے ہیں ایسے انے سے اوسان جاییے,jaate hain aise aane se ausaan jaaiye
عشق کی رہ کے مسافر کا مقدر معلوم,ishq kee rah ke musaafir kaa muqaddar maaloom
تم شہر میں ہو تو ہمیں کیا غم جب اٹہیں گے,tum shahr men ho to hamen kyaa ham jab uthenge
اتش کدہ جاگیر سمندر نہ ہوا تہا,aatishkada jaageeresamundar na huaa thaa
یہ کہانی نہیں سنانی ہے,ye kahaanee naheen sunaanee hai
یا تو ٹوٹ کر رویا یا غزل سرایی کی,yaa to tuut kar royaa yaa hazalsaraaee kee
بتایا بلبل سدرہ نے انداز فغاں مجہ کو,bataayaa bulbulesidra ne andaazefu haan mujh ko
تیز بہت ہے دل کی دہڑکن,tez bahut hai dil kee dhadkan
سادہ پرکار ہیں خوباں غالبؔ,saada purkaar hain khoobaan haalib
رشک جمشید و کے و خسرو و دارا نکلا,rashkejamshedokaiokhusrauodaaraa niklaa
میں زخم زخم ہوا جب تو مجہ پہ بہید کہلا,main zakhm zakhm huaa jab to mujh pe bhed khulaa
ہنس کے کرتا ہے بیان شوخی گفتار دوست,hans ke kartaa hai bayaaneshokheeeguftaaredost
یہی توحید تہی جس کو نہ تو سمجہا نہ میں سمجہا,yahee tauheed thee jis ko na too samjhaa na main samjhaa
تمہاری طرز و روش جانتے ہیں ہم کیا ہے,tumhaaree tarzoravish jaante hain ham kyaa hai
ہستی کے حق کے سامنے کیا اصل این و اں,hastee ke haq ke saamne kyaa asleeenoaan
دودہ سے کس طرح جلے ہیں ہم,duudh se kis tarah jale hain ham
پیمانہ رات ماہ کا لبریز نور تہا,paimaana raat maah kaa labrezenoor thaa
کر گیا ہوں سوال کچہ کا کچہ,kar gayaa huun savaal kuchh kaa kuchh
اثر اس کے عشوہ ناز کا جو ہوا وہ کس سے بیاں کروں,asar us ke ishvaenaaz kaa jo huaa vo kis se bayaan karoon
میں بنوں کس لیے نہ مست شراب,main banoon kis liye na mastesharaab
بڑہے تہے نخل کی صورت گرے ثمر کی طرح,badhe the nakhl kee soorat gire samar kee tarah
تری نظر سے ہے رشتہ مرے گریباں کا,tiree nazar se hai rishta mire girebaan kaa
نکلنے کو ہے وہ مہتاب گہر سے,nikalne ko hai vo mahtaab ghar se
ان کے اک جاں نثار ہم بہی ہیں,un ke ik jaannisaar ham bhee hain
اب اس کو ترے ساتہ کم دیکہتے ہیں,ab us ko tire saath kam dekhte hain
اہ جو دل سے نکالی جایے گی,aah jo dil se nikaalee jaaegee
بسا دیا ہے ان اجڑی ہویی زمینوں کو,basaa diyaa hai in ujdee huee zameenon ko
وہ میری صدا جہٹک رہا ہے,vo meree sadaa jhatak rahaa hai
لطف کیا سرو کی مانند گر ازاد رہو,lutf kyaa sarv kee maanind gar aazaad raho
اس کو دیکہ کے رک جانا بہی سب سے بڑی قربانی تہی,us ko dekh ke ruk jaanaa bhee sab se badee qurbaanee thee
تری خرد پہ ہے غالب فرنگیوں کا فسوں,tiree khirad pe hai haalib firangiyon kaa fusoon
راز حرم سے شاید اقبالؔ باخبر ہے,raazeharam se shaayad iqbaal baakhabar hai
جذبات بہی ہندو ہوتے ہیں چاہت بہی مسلماں ہوتی ہے,jazbaat bhee hindoo hote hain chaahat bhee musalmaan hotee hai
ہے خدا بہی عجیب یعنی جو,hai khudaa bhee ajiib yaanee jo
شانہ ساں مو بہ زباں خامہ مانی مانگے,shaanasaan moobazabaan khaamaemaanee maange
لاکہ پردوں میں چہپا کویی سنورتا ہی رہا,laakh pardon men chhupaa koee sanvartaa hee rahaa
اخری بار ہم سناییں گے,aakhiree baar ham sunaaenge
داغ باقی نہیں کہ نقش کہوں,daa h baaqee naheen ki naqsh kahoon
مایوس تو نہیں ہیں طلوع سحر سے ہم,maayoos to naheen hain tulooesahar se ham
قسمت کہلی ترے قد و رخ سے ظہور کی,qismat khulee tire qadorukh se zuhoor kee
بخشے ہے جلوۂ گل ذوق تماشا غالبؔ,bakhshe hai jalvaegul zauqetamaashaa haalib
اسدؔ جمعیت دل در کنار بے خودی خوش تر,asad jamiyatedil darkinaarebekhudee khushtar
اس زمین و اسماں کو کیا سمجہ بیٹہے تہے ہم,is zameen o aasmaan ko kyaa samajh baithe the ham
اب کسی بات پر نہیں اتی,ab kisee baat par naheen aatee
مقرر ظلم کی میعاد کر کے,muqarrar zulm kee meeaad kar ke
میں بہی اے کاش کبہی موج صبا ہو جاوں,main bhee ai kaash kabhee maujesabaa ho jaaoon
کافی ہے نشانی ترا چہلے کا نہ دینا,kaafee hai nishaanee tiraa chhalle kaa na denaa
میں ہی تو ایک راز تہا سینۂ کاینات میں,main hee to ek raaz thaa seenaekaaenaat men
گہروں کے طاقوں میں گلدستے یوں نہیں سجتے,gharon ke taaqon men guldaste yuun naheen sajte
جان تہی اک وبال فرقت میں,jaan thee ik vabaal furqat men
ہر شہر بیابان یہاں بہی ہے وہاں بہی,har shahr bayaabaan yahaan bhee hai vahaan bhee
ہونٹوں میں لے کے رات کے انچل کا اک سرا,honton men le ke raat ke aanchal kaa ik siraa
شاباش داغؔ تجہ کو کیا تیغ عشق کہایی,shaabaash daa h tujh ko kyaa te heishq khaaee
انسووں سے بہی کہو انکہوں میں انا چہوڑ دیں,aansuon se bhee kaho aankhon men aanaa chhod den
ہم کریں ترک وفا اچہا چلو یوں ہی سہی,ham karen tarkevafaa achchhaa chalo yuun hee sahee
جز زخم تیغ ناز نہیں دل میں ارزو,juz zakhmete henaaz naheen dil men aarzoo
وہی کم کم اثر سوز نہاں ہے کہ جو تہا,vahee kam kam asresozenihaan hai ki jo thaa
جب ہونٹ سی دییے پہر فریاد کیا کرے گا,jab hont see diye phir fariyaad kyaa karegaa
وہ چمن جہاں گری ہے ترے گیسووں کی شبنم,vo chaman jahaan giree hai tire gesuon kee shabnam
عاشق سا تو سادہ کویی اور نہ ہوگا دنیا میں,aashiq saa to saada koee aur na hogaa duniyaa men
یہ درد وہ نہیں کہ نہ پیدا کرے کویی,ye dard vo naheen ki na paidaa kare koee
پردہ جو اٹہ گیا تو وہ اخر نکل گیی,parda jo uth gayaa to vo aakhir nikal gaee
دیکہا ہے کیی بار چراغوں کو بجہا کر,dekhaa hai kaee baar charaa hon ko bujhaa kar
تم ایے تو اس رات کی اوقات بنے گی,tum aae to is raat kee auqaat banegee
اے نظمؔ چہیڑ کر ہم تجہ کو ہویے پشیماں,ai nazm chhed kar ham tujh ko hue pashemaan
وہ نیش ہو رگ جاں میں فرو تو کیونکر ہو,vo niish ho ragejaan men faro to kyoonkar ho
مجہے کیا الٹ نہ دیتے جو نہ بادہ خوار ہوتا,mujhe kyaa ulat na dete jo na baadakhvaar hotaa
ا کہ تجہ بن اس طرح اے دوست گہبراتا ہوں میں,aa ki tujh bin is tarah ai dost ghabraataa huun main
کیسی چپ سی چمن پہ طاری ہے,kaisee chup see chaman pe taaree hai
کون ہوتا ہے حریف مے مرد افگن عشق,kaun hotaa hai hareefemaiemardafganeishq
اخر تو ایک روز کرے گی نظر وفا,aakhir to ek roz karegee nazar vafaa
اپنے جی میں ہم نے ٹہانی اور ہے,apne jee men ham ne thaanee aur hai
ہم لوگ تو اکتا گیے اپنی سنا اوارگی,ham log to uktaa gae apnee sunaa aavaargee
کہ بر لاوے گا مطلب کوں خدا اہستہ اہستہ,ki bar laavegaa matlab kuun khudaa aahista aahista
جہاں مٹ جایے سعی دید خضر اباد اسایش,jahaan mit jaae saeeedeed khizraabaadeaasaaish
اگہی گر نہیں غفلت ہی سہی,aagahee gar naheen haflat hee sahee
دل کو پگہلاییں تو ہو سکتا ہے سانسیں نکلیں,dil ko pighlaaen to ho saktaa hai saansen niklen
حاصل سے ہاتہ دہو بیٹہ اے ارزو خرامی,haasil se haath dho baith ai aarzookhiraamee
کہ میں اس اگ میں ڈالا گیا ہوں مثل خلیل,ki main is aag men daalaa gayaa huun mislekhaleel
جو اشک ہے انکہوں میں تسبیح کا دانا ہے,jo ashk hai aankhon men tasbeeh kaa daanaa hai
ہم نے بہی اب کی فصل میں شور بپا نہیں کیا,ham ne bhee ab kee fasl men shor bapaa naheen kiyaa
ہمیں کو نظم گلستاں پہ اختیار نہیں,hameen ko nazmegulistaan pe ikhtiyaar naheen
عارضی میری زندگانی ہے,aarzee meree zindagaanee hai
سویے مے خانہ سفیران حرم اتے ہیں,sooemaikhaana safeeraaneharam aate hain
مگر نہ چہوڑیں گے لوگ اس کو گر نہ پہنکارا,magar na chhodenge log us ko gar na phunkaaraa
سویدا نسخۂ تہ بندی داغ تمنا ہے,suvaidaa nuskhaetahbandiedaa hetamannaa hai
ذوق نظارۂ جمال کہاں,zauqenazzaaraejamaal kahaan
جاناں جو میرے شوق کے عالم ملے تمہیں,jaanaan jo mere shauq ke aalam mile tumhen
پر دل یہ چاہتا ہے کہ اغاز تو کرے,par dil ye chaahtaa hai ki aa haaz too kare
قطرہ میں دجلہ دکہایی نہ دے اور جزو میں کل,qatra men dajla dikhaaee na de aur juzv men kul
حسن کوں تیرے گلستاں بوجہ کر,husn kuun tere gulistaan buujh kar
ڈہونڈہتا پہرتا ہوں میں اقبالؔ اپنے اپ کو,dhoondhtaa phirtaa huun main iqbaal apneaap ko
خوب امیدیں بندہیں لیکن ہوییں حرماں نصیب,khuub ummeeden bandheen lekin huiin hirmaan naseeb
ہر ذرہ مثل جوہر تیغ اب دار تہا,har zarra mislejauharete h aabdaar thaa
ہزار توڑ کے ا جاوں اس سے رشتہ وسیمؔ,hazaar tod ke aa jaaoon us se rishta vaseem
کب اپ سے میں تجہ کو اے جان جدا جانا,kab aap se main tujh ko ai jaan judaa jaanaa
اب وہ اثار جنوں بہی نہیں دیوانوں میں,ab vo aasaarejunoon bhee naheen deevaanon men
کس انتہا پہ مرا مہربان چہوڑ گیا,kis intihaa pe miraa mehrbaan chhod gayaa
دیکہے ہیں ہم نے حوصلے پروردگار کے,dekhe hain ham ne hausle parvardigaar ke
گل اک چمن میں دیدۂ بے نور ہو گیا,gul ik chaman men deedaebenoor ho gayaa
سماعتوں میں گہنے جنگلوں کی سانسیں ہیں,samaaaton men ghane jangalon kee saansen hain
لوگ ارام سے سویے ہوں گے,log aaraam se soe honge
غیر کوں درس دکہایا نہ کرو,hair kuun dars dikhaayaa na karo
وعدہ کرنے کا اختیار رہا,vaada karne kaa ikhtiyaar rahaa
گلیم بوذر و دلق اویس و چادر زہرا,galeemeboozar o dalqeuves o chaadarezahraa
ایک وہ دن جب ایک ذرا سی بات پہ ندیاں بہتی تہیں,ek vo din jab ek zaraa see baat pe nadiyaan bahtee thiin
کہینچ کر دیکہ مرے سینے سے تو تیر نہ توڑ,kheench kar dekh mire siine se too tiir na tod
شاید کہ دور بادۂ گلفام ا گیا,shaayad ki daurebaadaegulfaam aa gayaa
ایسے ایسے درد ملے ہیں نیے دیاروں میں ہم کو,aise aise dard mile hain nae dayaaron men ham ko
اب تو وہ جنون ہو گیی ہے,ab to vo junoon ho gaee hai
اسی کوکب کی تابانی سے ہے تیرا جہاں روشن,isee kaukab kee taabaanee se hai teraa jahaan raushan
اور اپ ہی وہ کہتا ہے پتلے کو کل کے چل,aur aap hee vo kahtaa hai putle ko kal ke chal
کہلی ہواوں میں اڑنا تو اس کی فطرت ہے,khulee havaaon men udnaa to us kee fitrat hai
چلیں گے ہم بہی کبہی سر اٹہا کے رستے میں,chalenge ham bhee kabhee sar uthaa ke raste men
زمیں ہوگی کسی قاتل کا داماں ہم نہ کہتے تہے,zameen hogee kisee qaatil kaa daamaan ham na kahte the
پوچہ نہ ان نگاہوں کی طرفہ کرشمہ سازیاں,poochh na un nigaahon kee turfa karishmasaaziyaan
زنہار اگر تمہیں ہوس نایے و نوش ہے,zinhaar agar tumhen havasenaaeonosh hai
معاف کرتے تہے جو لوگ کل زمینوں کو,muaaf karte the jo log kal zameenon ko
حضرت ناصح گر اویں دیدہ و دل فرش راہ,hazratenaaseh gar aaven diida o dil farsheraah
اس کا بس ایک جوش محبت جواب ہے,us kaa bas ek joshemohabbat javaab hai
دنیا نے تیری یاد سے بیگانہ کر دیا,duniyaa ne teree yaad se begaana kar diyaa
نگہ ناز کی تاثیر بہی کیا ہوتی ہے,nigahenaaz kee taaseer bhee kyaa hotee hai
دلی کے نہ تہے کوچے اوراق مصور تہے,dillee ke na the kooche auraaqemusavvar the
کیوں نہ اے دوست ہم جدا ہو جاییں,kyuun na ai dost ham judaa ho jaaen
محسنؔ اسے قبا کی ضرورت نہ تہی مگر,mohsin use qabaa kee zaroorat na thee magar
کان میں پہونک رہے ہیں یہ گہر دونوں ساتہ,kaan men phoonk rahe hain ye guhar donon saath
اول اول کی محبت کے نشے یاد تو کر,avval avval kee mohabbat ke nashe yaad to kar
ہر چند اعتبار میں دہوکے بہی ہیں مگر,harchand e tibaar men dhoke bhee hain magar
اس سر پہ جہوم کے جو گہٹاییں گزر گییں,is sar pe jhuum ke jo ghataaen guzar gaiin
ہمیشہ مجہ کو طفلی میں بہی مشق تیرہ روزی تہی,hamesha mujh ko tiflee men bhee mashqeterahrozee thee
تم نے یہ چیز لے کے دی ہی نہیں,tum ne ye chiiz le ke dee hee naheen
سوچ رہا ہوں اس نگری میں تو کب سے مہمان ہوا,soch rahaa huun is nagree men too kab se mehmaan huaa
ہزار خوف ہو لیکن زباں ہو دل کی رفیق,hazaar khauf ho lekin zabaan ho dil kee rafeeq
عشق کے اس سفر نے تو مجہ کو نڈہال کر دیا,ishq ke is safar ne to mujh ko nidhaal kar diyaa
بات کچہ سر تو نہیں ہے کہ اٹہا بہی نہ سکوں,baat kuchh sar to naheen hai ki uthaa bhee na sakoon
رونے کی یہاں ویسے بہی فرصت نہیں ملتی,rone kee yahaan vaise bhee fursat naheen miltee
دل سے نکلا پہ نہ نکلا دل سے,dil se niklaa pe na niklaa dil se
دنیا تو عرض حال سے بے ابرو کرے,duniyaa to arzehaal se beaabroo kare
جزیرہ ہو کہ مقابل کویی کنارہ ہو,jazeera ho ki muqaabil koee kinaara ho
سینہ کہ تہا دفینہ گہر ہایے راز کا,siina ki thaa dafeena goharhaaeraaz kaa
لوگ دیوانے بہلا کس کے سبب سے ہو جاییں,log deevaane bhalaa kis ke sabab se ho jaaen
چلے بہی او کہ گلشن کا کاروبار چلے,chale bhee aao ki gulshan kaa kaarobaar chale
یہ خزانے تجہے ممکن ہے خرابوں میں ملیں,ye khazaane tujhe mumkin hai kharaabon men milen
قسم کہایی ہے اس کافر نے کاغذ کے جلانے کی,qasam khaaee hai us kaafir ne kaa haz ke jalaane kee
کیا تعجب ہے جو باطن با صفا ملتا نہیں,kyaa taajjub hai jo baatin baasafaa miltaa naheen
جانتا دنیا کو ہے اک کہیل تو,jaantaa duniyaa ko hai ik khel too
بن جاییں گے زہر پیتے پیتے,ban jaaenge zahr piite piite
ہویی پہر دیکہیے ا بستن شادی و غم دنیا,huee phir dekhiye aa bustaneshaadeeo ham duniyaa
ہو گیی ہے غیر کی شیریں بیانی کارگر,ho gaee hai hair kee sheereenbayaanee kaargar
کہ اب تو عذر بہی شرمندگی سے ہو نہیں سکتا,ki ab to uzr bhee sharmindagee se ho naheen saktaa
دل پکارے ہی چلا جاتا ہے جاناں جاناں,dil pukaare hee chalaa jaataa hai jaanaan jaanaan
بارہا دیکہی ہیں ان کی رنجشیں,baarhaa dekhee hain un kee ranjishen
یہ فریب جلوہ ہے سر بسر مجہے ڈر یہ ہے دل بے خبر,ye farebejalva hai sarbasar mujhe dar ye hai dilebekhabar
عمر کا کام گزرنا ہے گزر جایے گی,umr kaa kaam guzarnaa hai guzar jaaegee
تلخیاں کیسے نہ ہوں اشعار میں,talkhiyaan kaise na huun ashaar men
تجہے قایل بہی کرتا جا رہا ہوں,tujhe qaail bhee kartaa jaa rahaa huun
ہوں کشمکش نزع میں ہاں جذب محبت,huun kashmakashenaza men haan jazbemohabbat
عجیب دل ہے گروں تو سنبہال لیتا ہے,ajiib dil hai giroon to sambhaal letaa hai
ہوں فریب ستم یار کا قایل اکبرؔ,huun farebesitameyaar kaa qaail akbar
کہنچ کے رگ رگ میں مرے نشتر فصاد ایا,khinch ke rag rag men mire nashtarefassaad aayaa
