Urdu,RomanUrdu
مجہ سے اگے جانے والو میں اتا ہوں,mujh se aage jaane vaalo men aataa huun
جن کی یادوں سے روشن ہیں میری انکہیں,jin kee yaadon se raushan hain meree aankhen
دل کہتا ہے ان کو بہی میں یاد اتا ہوں,dil kahtaa hai un ko bhee main yaad aataa huun
سر سے سانسوں کا ناتا ہے توڑوں کیسے,sur se saanson kaa naataa hai todoon kaise
تم جلتے ہو کیوں جیتا ہوں کیوں گاتا ہوں,tum jalte ho kyuun jiitaa huun kyuun gaataa huun
تم اپنے دامن میں ستارے بیٹہ کر ٹانکو,tum apne daaman men sitaare baith kar taanko
اور میں نیے برن لفظوں کو پہناتا ہوں,aur main nae baran lafzon ko pahnaataa huun
جن خوابوں کو دیکہ کے میں نے جینا سیکہا,jin khvaabon ko dekh ke main ne jiinaa seekhaa
ان کے اگے ہر دولت کو ٹہکراتا ہوں,un ke aage har daulat ko thukraataa huun
زہر اگلتے ہیں جب مل کر دنیا والے,zahr ugalte hain jab mil kar duniyaa vaale
میٹہے بولوں کی وادی میں کہو جاتا ہوں,meethe bolon kee vaadee men kho jaataa huun
جالبؔ میرے شعر سمجہ میں ا جاتے ہیں,jaalib mere sher samajh men aa jaate hain
اسی لیے کم رتبہ شاعر کہلاتا ہوں,isee liye kamrutba shaaer kahlaataa huun
کبہی تو مہرباں ہو کر بلا لیں,kabhee to mehrbaan ho kar bulaa len
یہ مہوش ہم فقیروں کی دعا لیں,ye mahvash ham faqeeron kee duaa len
نہ جانے پہر یہ رت ایے نہ ایے,na jaane phir ye rut aae na aae
جواں پہولوں کی کچہ خوشبو چرا لیں,javaan phoolon kee kuchh khushboo churaa len
بہت رویے زمانے کے لیے ہم,bahut roe zamaane ke liye ham
ذرا اپنے لیے انسو بہا لیں,zaraa apne liye aansoo bahaa len
ہم ان کو بہولنے والے نہیں ہیں,ham un ko bhoolne vaale naheen hain
سمجہتے ہیں غم دوراں کی چالیں,samajhte hain hamedauraan kee chaalen
ہماری بہی سنبہل جایے گی حالت,hamaaree bhee sambhal jaaegee haalat
وہ پہلے اپنی زلفیں تو سنبہالیں,vo pahle apnee zulfen to sambhaalen
نکلنے کو ہے وہ مہتاب گہر سے,nikalne ko hai vo mahtaab ghar se
ستاروں سے کہو نظریں جہکا لیں,sitaaron se kaho nazren jhukaa len
ہم اپنے راستے پر چل رہے ہیں,ham apne raaste par chal rahe hain
جناب شیخ اپنا راستہ لیں,janaabeshaikh apnaa raasta len
زمانہ تو یوں ہی روٹہا رہے گا,zamaana to yoonhee roothaa rahegaa
چلو جالبؔ انہیں چل کر منا لیں,chalo jaalib unhen chal kar manaa len
کہیں اہ بن کے لب پر ترا نام ا نہ جایے,kaheen aah ban ke lab par tiraa naam aa na jaae
تجہے بے وفا کہوں میں وہ مقام ا نہ جایے,tujhe bevafaa kahoon main vo maqaam aa na jaae
ذرا زلف کو سنبہالو مرا دل دہڑک رہا ہے,zaraa zulf ko sambhaalo miraa dil dhadak rahaa hai
کویی اور طایر دل تہہ دام ا نہ جایے,koee aur taairedil tahedaam aa na jaae
جسے سن کے ٹوٹ جایے مرا ارزو بہرا دل,jise sun ke tuut jaae miraa aarzoo bharaa dil
تری انجمن سے مجہ کو وہ پیام ا نہ جایے,tiree anjuman se mujh ko vo payaam aa na jaae
وہ جو منزلوں پہ لا کر کسی ہم سفر کو لوٹیں,vo jo manzilon pe laa kar kisee hamsafar ko looten
انہیں رہزنوں میں تیرا کہیں نام ا نہ جایے,unheen rahzanon men teraa kaheen naam aa na jaae
اسی فکر میں ہیں غلطاں یہ نظام زر کے بندے,isee fikr men hain haltaan ye nizaamezar ke bande
جو تمام زندگی ہے وہ نظام ا نہ جایے,jo tamaamezindagee hai vo nizaam aa na jaae
یہ مہ و نجوم ہنس لیں مرے انسووں پہ جالبؔ,ye mah o nujoom hans len mire aansuon pe jaalib
مرا ماہتاب جب تک لب بام ا نہ جایے,miraa maahtaab jab tak labebaam aa na jaae
کم پرانا بہت نیا تہا فراق,kam puraanaa bahut nayaa thaa firaaq
اک عجب رمز اشنا تہا فراق,ik ajab ramzaashnaa thaa firaaq
دور وہ کب ہوا نگاہوں سے,duur vo kab huaa nigaahon se
دہڑکنوں میں بسا ہوا ہے فراق,dhadkanon men basaa huaa hai firaaq
شام غم کے سلگتے صحرا میں,shaame ham ke sulagte sahraa men
اک امنڈتی ہویی گہٹا تہا فراق,ik umandtee huee ghataa thaa firaaq
امن تہا پیار تہا محبت تہا,amn thaa pyaar thaa mohabbat thaa
رنگ تہا نور تہا نوا تہا فراق,rang thaa nuur thaa navaa thaa firaaq
فاصلے نفرتوں کے مٹ جاییں,faasle nafraton ke mit jaaen
پیار ہی پیار سوچتا تہا فراق,pyaar hee pyaar sochtaa thaa firaaq
ہم سے رنج و الم کے ماروں کو,ham se ranjoalam ke maaron ko
کس محبت سے دیکہتا تہا فراق,kis mohabbat se dekhtaa thaa firaaq
عشق انسانیت سے تہا اس کو,ishq insaaniyat se thaa us ko
ہر تعصب سے ماورا تہا فراق,har taassub se maavaraa thaa firaaq
کون بتایے کون سجہایے کون سے دیس سدہار گیے,kaun bataae kaun sujhaae kaun se des sidhaar gae
ان کا رستہ تکتے تکتے نین ہمارے ہار گیے,un kaa rasta takte takte nain hamaare haar gae
کانٹوں کے دکہ سہنے میں تسکین بہی تہی ارام بہی تہا,kaanton ke dukh sahne men taskeen bhee thee aaraam bhee thaa
ہنسنے والے بہولے بہالے پہول چمن کے مار گیے,hansne vaale bholebhaale phuul chaman ke maar gae
ایک لگن کی بات ہے جیون ایک لگن ہی جیون ہے,ek lagan kee baat hai jeevan ek lagan hee jeevan hai
پوچہ نہ کیا کہویا کیا پایا کیا جیتے کیا ہار گیے,poochh na kyaa khoyaa kyaa paayaa kyaa jiite kyaa haar gae
انے والی برکہا دیکہیں کیا دکہلایے انکہوں کو,aane vaalee barkhaa dekhen kyaa dikhlaae aankhon ko
یہ برکہا برساتے دن تو بن پریتم بیکار گیے,ye barkhaa barsaate din to bin pireetam bekaar gae
جب بہی لوٹے پیار سے لوٹے پہول نہ پا کر گلشن میں,jab bhee laute pyaar se laute phuul na paa kar gulshan men
بہونرے امرت رس کی دہن میں پل پل سو سو بار گیے,bhanvre amrit ras kee dhun men pal pal sau sau baar gae
ہم سے پوچہو ساحل والو کیا بیتی دکہیاروں پر,ham se poochho saahil vaalo kyaa biitee dukhiyaaron par
کہیون ہارے بیچ بہنور میں چہوڑ کے جب اس پار گیے,khevanhaare biich bhanvar men chhod ke jab us paar gae
خوب ازادی صحافت ہے,khuub aazaadeeesahaafat hai
نظم لکہنے پہ بہی قیامت ہے,nazm likhne pe bhee qayaamat hai
دعوی جمہوریت کا ہے ہر ان,daavaa jamhooriyat kaa hai haraan
یہ حکومت بہی کیا حکومت ہے,ye hukoomat bhee kyaa hukoomat hai
دہاندلی دہونس کی ہے پیداوار,dhaandlee dhons kee hai paidaavaar
سب کو معلوم یہ حقیقت ہے,sab ko maaloom ye haqeeqat hai
خوف کے ذہن و دل پہ سایے ہیں,khauf ke zehnodil pe saae hain
کس کی عزت یہاں سلامت ہے,kis kee izzat yahaan salaamat hai
کبہی جمہوریت یہاں ایے,kabhee jamhooriyat yahaan aae
یہی جالبؔ ہماری حسرت ہے,yahee jaalib hamaaree hasrat hai
کچہ لوگ خیالوں سے چلے جاییں تو سوییں,kuchh log khayaalon se chale jaaen to soen
بیتے ہویے دن رات نہ یاد اییں تو سوییں,biite hue din raat na yaad aaen to soen
چہرے جو کبہی ہم کو دکہایی نہیں دیں گے,chehre jo kabhee ham ko dikhaaee naheen denge
ا ا کے تصور میں نہ تڑپاییں تو سوییں,aa aa ke tasavvur men na tadpaaen to soen
برسات کی رت کے وہ طرب ریز مناظر,barsaat kee rut ke vo tarabrez manaazir
سینے میں نہ اک اگ سی بہڑکاییں تو سوییں,siine men na ik aag see bhadkaaen to soen
صبحوں کے مقدر کو جگاتے ہویے مکہڑے,subhon ke muqaddar ko jagaate hue mukhde
انچل جو نگاہوں میں نہ لہراییں تو سوییں,aanchal jo nigaahon men na lahraaen to soen
محسوس یہ ہوتا ہے ابہی جاگ رہے ہیں,mahsoos ye hotaa hai abhee jaag rahe hain
لاہور کے سب یار بہی سو جاییں تو سوییں,lahore ke sab yaar bhee so jaaen to soen
لوگ گیتوں کا نگر یاد ایا,log geeton kaa nagar yaad aayaa
اج پردیس میں گہر یاد ایا,aaj pardes men ghar yaad aayaa
جب چلے ایے چمن زار سے ہم,jab chale aae chamanzaar se ham
التفات گل تر یاد ایا,iltifaateguletar yaad aayaa
تیری بیگانہ نگاہی سر شام,teree begaananigaahee sareshaam
یہ ستم تا بہ سحر یاد ایا,ye sitam taabasahar yaad aayaa
ہم زمانے کا ستم بہول گیے,ham zamaane kaa sitam bhuul gae
جب ترا لطف نظر یاد ایا,jab tiraa lutfenazar yaad aayaa
تو بہی مسرور تہا اس شب سر بزم,to bhee masroor thaa is shab sarebazm
اپنے شعروں کا اثر یاد ایا,apne sheron kaa asar yaad aayaa
پہر ہوا درد تمنا بیدار,phir huaa dardetamannaa bedaar
پہر دل خاک بسر یاد ایا,phir dilekhaakbasar yaad aayaa
ہم جسے بہول چکے تہے جالبؔ,ham jise bhuul chuke the jaalib
پہر وہی راہ گزر یاد ایا,phir vahee raahguzar yaad aayaa
میرؔ و غالبؔ بنے یگانہؔ بنے,meer o haalib bane yagaanaa bane
ادمی اے خدا خدا نہ بنے,aadmee ai khudaa khudaa na bane
موت کی دسترس میں کب سے ہیں,maut kee dastaras men kab se hain
زندگی کا کویی بہانہ بنے,zindagee kaa koee bahaana bane
اپنا شاید یہی تہا جرم اے دوست,apnaa shaayad yahee thaa jurm ai dost
با وفا بن کے بے وفا نہ بنے,baavafaa ban ke bevafaa na bane
ہم پہ اک اعتراض یہ بہی ہے,ham pe ik e tiraaz ye bhee hai
بے نوا ہو کے بے نوا نہ بنے,benavaa ho ke benavaa na bane
یہ بہی اپنا قصور کیا کم ہے,ye bhee apnaa qusoor kyaa kam hai
کسی قاتل کے ہم نوا نہ بنے,kisee qaatil ke hamnavaa na bane
کیا گلہ سنگ دل زمانے کا,kyaa gila sangdil zamaane kaa
اشنا ہی جب اشنا نہ بنے,aashnaa hee jab aashnaa na bane
چہوڑ کر اس گلی کو اے جالبؔ,chhod kar us galee ko ai jaalib
اک حقیقت سے ہم فسانہ بنے,ik haqeeqat se ham fasaana bane
نہ ڈگمگایے کبہی ہم وفا کے رستے میں,na dagmagaae kabhee ham vafaa ke raste men
چراغ ہم نے جلایے ہوا کے رستے میں,charaa h ham ne jalaae havaa ke raste men
کسے لگایے گلے اور کہاں کہاں ٹہہرے,kise lagaae gale aur kahaan kahaan thahre
ہزار غنچہ و گل ہیں صبا کے رستے میں,hazaar hunchaogul hain sabaa ke raste men
خدا کا نام کویی لے تو چونک اٹہتے ہیں,khudaa kaa naam koee le to chaunk uthte hain
ملے ہیں ہم کو وہ رہبر خدا کے رستے میں,mile hain ham ko vo rahbar khudaa ke raste men
کہیں سلاسل تسبیح اور کہیں زنار,kaheen salaasiletasbeeh aur kaheen zunnaar
بچہے ہیں دام بہت مدعا کے رستے میں,bichhe hain daam bahut muddaaa ke raste men
ابہی وہ منزل فکر و نظر نہیں ایی,abhee vo manzilefikronazar naheen aaee
ہے ادمی ابہی جرم و سزا کے رستے میں,hai aadmee abhee jurm o sazaa ke raste men
ہیں اج بہی وہی دار و رسن وہی زنداں,hain aaj bhee vahee daarorasan vahee zindaan
ہر اک نگاہ رموز اشنا کے رستے میں,har ik nigaaherumoozaashnaa ke raste men
یہ نفرتوں کی فصیلیں جہالتوں کے حصار,ye nafraton kee faseelen jahaalaton ke hisaar
نہ رہ سکیں گے ہماری صدا کے رستے میں,na rah sakenge hamaaree sadaa ke raste men
مٹا سکے نہ کویی سیل انقلاب جنہیں,mitaa sake na koee saileinqalaab jinhen
وہ نقش چہوڑے ہیں ہم نے وفا کے رستے میں,vo naqsh chhode hain ham ne vafaa ke raste men
زمانہ ایک سا جالبؔ سدا نہیں رہتا,zamaana ek saa jaalib sadaa naheen rahtaa
چلیں گے ہم بہی کبہی سر اٹہا کے رستے میں,chalenge ham bhee kabhee sar uthaa ke raste men
پہر دل سے ا رہی ہے صدا اس گلی میں چل,phir dil se aa rahee hai sadaa us galee men chal
شاید ملے غزل کا پتا اس گلی میں چل,shaayad mile hazal kaa pataa us galee men chal
کب سے نہیں ہوا ہے کویی شعر کام کا,kab se naheen huaa hai koee sher kaam kaa
یہ شعر کی نہیں ہے فضا اس گلی میں چل,ye sher kee naheen hai fazaa us galee men chal
وہ بام و در وہ لوگ وہ رسواییوں کے زخم,vo baam o dar vo log vo rusvaaiyon ke zakhm
ہیں سب کے سب عزیز جدا اس گلی میں چل,hain sab ke sab aziiz judaa us galee men chal
اس پہول کے بغیر بہت جی اداس ہے,us phuul ke ba hair bahut jee udaas hai
مجہ کو بہی ساتہ لے کے صبا اس گلی میں چل,mujh ko bhee saath le ke sabaa us galee men chal
دنیا تو چاہتی ہے یوں ہی فاصلے رہیں,duniyaa to chaahtee hai yoonhee faasle rahen
دنیا کے مشوروں پہ نہ جا اس گلی میں چل,duniyaa ke mashvaron pe na jaa us galee men chal
بے نور و بے اثر ہے یہاں کی صدایے ساز,benoor o beasar hai yahaan kee sadaaesaaz
تہا اس سکوت میں بہی مزا اس گلی میں چل,thaa us sukoot men bhee mazaa us galee men chal
جالبؔ پکارتی ہیں وہ شعلہ نواییاں,jaalib pukaartee hain vo sholaanavaaiyaan
یہ سرد رت یہ سرد ہوا اس گلی میں چل,ye sard rut ye sard havaa us galee men chal
پہر کبہی لوٹ کر نہ اییں گے,phir kabhee laut kar na aaenge
ہم ترا شہر چہوڑ جاییں گے,ham tiraa shahr chhod jaaenge
دور افتادہ بستیوں میں کہیں,dooruftaada bastiyon men kaheen
تیری یادوں سے لو لگاییں گے,teree yaadon se lau lagaaenge
شمع ماہ و نجوم گل کر کے,shamemaahonujoom gul kar ke
انسووں کے دییے جلاییں گے,aansuon ke diye jalaaenge
اخری بار اک غزل سن لو,aakhiree baar ik hazal sun lo
اخری بار ہم سناییں گے,aakhiree baar ham sunaaenge
صورت موجۂ ہوا جالبؔ,sooratemaujaehavaa jaalib
ساری دنیا کی خاک اڑاییں گے,saaree duniyaa kee khaak udaaenge
شعر ہوتا ہے اب مہینوں میں,sher hotaa hai ab maheenon men
زندگی ڈہل گیی مشینوں میں,zindagee dhal gaee masheenon men
پیار کی روشنی نہیں ملتی,pyaar kee raushnee naheen miltee
ان مکانوں میں ان مکینوں میں,un makaanon men un makeenon men
دیکہ کر دوستی کا ہاتہ بڑہاو,dekh kar dostee kaa haath badhaao
سانپ ہوتے ہیں استینوں میں,saanp hote hain aasteenon men
قہر کی انکہ سے نہ دیکہ ان کو,qahr kee aankh se na dekh in ko
دل دہڑکتے ہیں ابگینوں میں,dil dhadakte hain aabgeenon men
اسمانوں کی خیر ہو یا رب,aasmaanon kee khair ho yaarab
اک نیا عزم ہے زمینوں میں,ik nayaa azm hai zameenon men
وہ محبت نہیں رہی جالبؔ,vo mohabbat naheen rahee jaalib
ہم صفیروں میں ہم نشینوں میں,hamsafeeron men hamnasheenon men
شعر سے شاعری سے ڈرتے ہیں,sher se shaairee se darte hain
کم نظر روشنی سے ڈرتے ہیں,kamnazar raushnee se darte hain
لوگ ڈرتے ہیں دشمنی سے تری,log darte hain dushmanee se tiree
ہم تری دوستی سے ڈرتے ہیں,ham tiree dostee se darte hain
